# Program:featureCounts v2.0.6; Command:"featureCounts" "-g" "gene_id" "-a" "annotation.gtf" "-o" "SRR" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
gene-YMR089C	961	1791	77	253
gene-YMR090W	4089	2960	79	296
gene-YMR091C	286	345	223	683
gene-YMR092C	1341	1578	152	554
gene-YMR093W	80	72	544	1907
gene-YMR094W	40	61	3	30
gene-YMR095C	44	43	7	19
gene-YMR096W	166	119	14	33
gene-YMR097C	376	558	45	127
gene-YMR098C	316	539	63	207
gene-YNCM0024W	0	0	0	0
gene-YMR099C	2512	2471	102	418
gene-YMR100W	513	430	72	237
gene-YMR101C	22	8	7	8
gene-YMR102C	62	92	65	200
gene-YMR103C	512	636	7	21
gene-YMR104C	2312	1947	39	97
gene-YMR105C	4469	7297	67	331
gene-YMR105W-A	41	18	4	5
gene-YMR106C	222	188	21	48
gene-YNCM0025C	0	0	0	0
gene-YMR107W	27938	4230	323	252
gene-YMR108W	4705	4783	1255	2985
gene-YMR109W	323	454	92	405
gene-YMR110C	12121	5239	169	349
gene-YMR111C	140	115	46	187
gene-YMR112C	123	171	39	165
gene-YMR113W	63	132	39	204
gene-YMR114C	3227	1570	60	125
gene-YMR115W	696	553	97	354
gene-YMR116C	1700	4534	5631	18400
gene-YNCM0026C	4	7	11	44
gene-YMR117C	54	85	10	33
gene-YMR118C	375	77	37	141
gene-YNCM0027W	0	0	0	0
gene-YMR119W	519	303	70	255
gene-YMR120C	361	2035	1141	1580
gene-YMR121C	137	176	103	435
gene-YMR122C	6	13	3	15
gene-YMR122W-A	3056	3993	221	853
gene-YMR123W	116	231	134	515
gene-YMR124W	456	492	114	327
gene-YMR125W	527	728	136	434
gene-YMR126C	104	126	33	154
gene-YMR127C	94	175	103	397
gene-YMR128W	279	396	375	1194
gene-YMR129W	263	382	169	644
gene-YMR130W	32	58	49	194
gene-YMR131C	246	689	1511	5521
gene-YMR132C	176	201	34	98
gene-YMR133W	461	374	15	57
gene-YMR134W	366	394	43	164
gene-YMR135C	4498	2597	183	460
gene-YMR136W	2480	1102	52	140
gene-YMR137C	456	295	55	127
gene-YMR138W	128	105	21	51
gene-YMR139W	1925	1358	27	90
gene-YMR140W	1515	1014	49	192
gene-YMR141C	130	76	5	36
gene-YMR142C	1925	4926	3448	13896
gene-YMR143W	964	3072	1998	8027
gene-YMR144W	98	287	4	23
gene-YMR145C	1327	5039	134	495
gene-YMR146C	2215	3550	995	3748
gene-YMR147W	164	136	147	411
gene-YMR148W	0	0	0	0
gene-YMR149W	162	348	138	602
gene-YMR150C	277	269	23	111
gene-YMR152W	3431	2263	86	309
gene-YMR153W	410	522	180	654
gene-YMR154C	191	206	20	84
gene-YMR155W	303	263	37	164
gene-YMR156C	138	207	26	108
gene-YMR157C	65	232	19	86
gene-YMR158W	40	219	33	102
gene-YNCM0028C	0	0	1	0
gene-YMR158C-A	43	32	0	8
gene-YMR159C	182	136	3	12
gene-YMR160W	831	677	10	39
gene-YMR161W	600	996	92	385
gene-YMR162C	272	320	72	260
gene-YMR163C	213	153	19	48
gene-YNCM0029C	0	0	1	0
gene-YMR164C	323	185	90	283
gene-YMR165C	1073	616	25	119
gene-YMR166C	21	87	20	80
gene-YMR167W	256	332	45	141
gene-YMR168C	401	485	40	120
gene-YMR169C	257	211	19	55
gene-YMR170C	117	59	7	21
gene-YMR171C	596	452	211	732
gene-YMR172W	262	220	91	369
gene-YMR173W	1445	2315	218	704
gene-YMR174C	5865	894	87	60
gene-YMR175W	5618	245	61	54
gene-YMR175W-A	66	8	0	1
gene-YMR176W	583	417	56	198
gene-YMR177W	14	43	80	220
gene-YMR178W	245	382	23	105
gene-YMR179W	31	75	2	14
gene-YMR180C	208	224	50	267
gene-YMR181C	2474	1409	82	310
gene-YMR182C	301	170	64	155
gene-YMR182W-A	30	12	1	4
gene-YNCM0030W	61	56	2	29
gene-YMR183C	623	667	112	465
gene-YMR184W	228	381	32	147
gene-YMR185W	304	231	108	353
gene-YMR186W	23224	28413	321	1262
gene-YMR187C	205	211	41	108
gene-YMR188C	324	708	67	224
gene-YMR189W	204	567	125	161
gene-YMR190C	155	258	14	68
gene-YMR191W	16744	7368	395	844
gene-YMR192W	125	124	57	152
gene-YMR193W	404	1045	80	306
gene-YMR194W	299	715	713	2977
gene-YNCM0031W	835	626	25	61
gene-YMR194C-B	1409	840	43	89
gene-YMR195W	2479	1678	75	122
gene-YMR196W	2947	1944	64	202
gene-YMR197C	460	710	108	358
gene-YMR198W	33	87	26	99
gene-YMR199W	167	270	5	58
gene-YMR200W	969	757	171	533
gene-YMR201C	730	657	35	148
gene-YNCM0032C	15	10	2	8
gene-YMR202W	92	275	127	585
gene-YMR203W	781	2107	123	531
gene-YMR204C	166	138	31	65
gene-YMR205C	4025	4604	1029	3137
gene-YMR206W	1473	720	11	27
gene-YMR207C	274	313	38	162
gene-YMR208W	341	500	38	151
gene-YMR209C	77	143	73	297
gene-YMR210W	203	500	47	183
gene-YMR211W	322	364	56	134
gene-YMR212C	211	302	147	516
gene-YMR213W	585	497	114	303
gene-YMR214W	102	418	89	320
gene-YMR215W	119	614	30	166
gene-YMR216C	631	1153	348	1079
gene-YMR217W	413	1562	3521	10423
gene-YMR218C	204	306	38	172
gene-YMR219W	1010	944	90	222
gene-YMR220W	370	611	101	544
gene-YMR221C	408	373	90	356
gene-YMR222C	566	635	56	288
gene-YMR223W	56	64	75	270
gene-YMR224C	105	186	17	95
gene-YMR225C	159	329	28	111
gene-YMR226C	2002	2782	250	1298
gene-YMR227C	240	234	100	326
gene-YMR228W	60	129	22	129
gene-YMR229C	271	482	1264	3806
gene-YMR230W	1399	2245	1388	5521
gene-YMR230W-A	0	2	5	29
gene-YMR231W	91	113	59	193
gene-YMR232W	26	10	9	25
gene-YMR233W	97	124	50	156
gene-YMR234W	199	202	100	301
gene-YMR235C	299	645	554	2056
gene-YMR236W	387	613	91	470
gene-YMR237W	430	843	77	317
gene-YMR238W	712	406	69	173
gene-YNCM0033C	0	0	0	0
gene-YMR239C	112	110	323	984
gene-YMR240C	205	235	130	406
gene-YMR241W	218	333	241	955
gene-YMR242C	614	2184	2636	10361
gene-YMR242W-A	2	5	8	39
gene-YMR243C	595	664	735	2662
gene-YMR244W	8	9	180	175
gene-YMR244C-A	353	522	22	86
gene-YMR246W	4512	2705	161	441
gene-YNCM0034C	1362	1249	40	134
gene-YMR247C	165	265	171	603
gene-YNCM0035C	0	0	0	0
gene-YMR247W-A	17	22	0	2
gene-YMR250W	11073	6968	103	211
gene-YMR251W	415	404	18	32
gene-YMR251W-A	31866	37411	615	2591
gene-YMR252C	115	108	16	67
gene-YMR253C	444	374	50	157
gene-YMR254C	30	26	3	22
gene-YMR255W	1664	1589	120	450
gene-YMR256C	7524	5381	161	440
gene-YMR257C	115	109	36	160
gene-YMR258C	963	457	41	194
gene-YMR259C	160	155	205	609
gene-YMR260C	469	1082	922	3156
gene-YMR261C	559	1268	15	120
gene-YMR262W	473	487	20	53
gene-YMR263W	122	213	36	160
gene-YMR264W	840	952	97	415
gene-YMR265C	147	135	72	320
gene-YMR266W	1592	1080	529	1636
gene-YMR267W	232	682	34	168
gene-YMR268C	277	217	97	269
gene-YMR269W	430	156	145	486
gene-YMR270C	64	99	86	333
gene-YMR271C	3904	2437	61	162
gene-YNCM0036C	0	0	0	0
gene-YMR272C	3082	1536	625	2030
gene-YMR272W-B	3	3	0	2
gene-YMR273C	327	334	31	104
gene-YMR274C	14	31	19	93
gene-YMR275C	207	272	59	219
gene-YMR276W	2328	2739	126	466
gene-YMR277W	98	196	295	1164
gene-YMR278W	1295	975	64	135
gene-YMR279C	148	101	12	34
gene-YMR280C	2325	1026	25	58
gene-YMR281W	233	248	13	54
gene-YMR282C	82	228	27	146
gene-YMR283C	390	435	72	191
gene-YNCM0037W	0	0	0	0
gene-YMR284W	238	290	6	42
gene-YMR285C	150	397	183	607
gene-YMR286W	964	672	53	156
gene-YMR287C	132	273	26	123
gene-YMR288W	96	146	50	129
gene-YMR289W	205	286	26	97
gene-YMR290C	102	374	1178	3639
gene-YMR291W	162	150	62	108
gene-YMR292W	61	93	40	152
gene-YMR293C	36	55	19	85
gene-YMR294W	438	294	60	224
gene-YMR295C	3699	3832	476	1315
gene-YMR296C	132	296	371	1362
gene-YMR297W	13235	9095	325	1049
gene-YMR298W	702	855	107	426
gene-YMR299C	354	351	58	255
gene-YMR300C	80	107	1210	2832
gene-YMR301C	301	424	42	223
gene-YMR302C	2675	2521	124	433
gene-YMR303C	30446	20777	881	2504
gene-YMR304W	1565	1219	25	111
gene-YMR305C	1379	5530	97	713
gene-YMR306W	77	76	7	30
gene-YMR307W	763	3351	958	3076
gene-YMR308C	520	548	763	2525
gene-YMR309C	435	494	738	2269
gene-YMR310C	160	174	228	670
gene-YMR311C	5070	4046	137	548
gene-YMR312W	383	393	98	286
gene-YMR313C	670	527	178	482
gene-YMR314W	2069	2496	148	588
gene-YMR315W	748	686	49	193
gene-YMR315W-A	21	13	3	5
gene-YMR316W	2271	1239	96	231
gene-YMR316C-A	7	7	0	4
gene-YMR317W	415	326	30	100
gene-YMR318C	174	448	592	1405
gene-YMR319C	1386	1599	650	1705
gene-YMR320W	72	26	48	147
gene-YMR321C	18	17	3	23
gene-YMR322C	0	0	0	0
gene-YMR323W	7	3	0	3
gene-YMR325W	0	0	0	0
gene-YNL339C	1	0	0	1
gene-YNL336W	247	207	4	21
gene-YNL335W	7	4	0	0
gene-YNL334C	0	1	0	1
gene-YNL333W	5	8	1	1
gene-YNL332W	12	6	0	3
gene-YNL331C	194	179	20	72
gene-YNL330C	585	996	131	482
gene-YNL329C	259	303	30	113
gene-YNL328C	34	28	6	5
gene-YNL327W	595	683	21	62
gene-YNL326C	161	144	55	160
gene-YNL325C	227	249	25	67
gene-YNL323W	272	397	76	242
gene-YNL322C	3658	2720	387	1324
gene-YNL321W	824	554	44	195
gene-YNL320W	46	82	20	80
gene-YNL318C	3	4	1	4
gene-YNL317W	291	316	47	145
gene-YNL316C	53	64	54	180
gene-YNL315C	479	1387	67	305
gene-YNL314W	312	312	18	89
gene-YNL313C	60	181	267	935
gene-YNL312W	174	950	5	81
gene-YNL311C	211	168	30	122
gene-YNL310C	156	423	11	72
gene-YNL309W	26	54	13	78
gene-YNL308C	949	997	946	3247
gene-YNL307C	517	1004	62	274
gene-YNL306W	494	1230	101	343
gene-YNL305C	3398	2136	129	546
gene-YNL304W	11	40	11	40
gene-YNL302C	602	2114	2346	9332
gene-YNL301C	824	1077	1216	4790
gene-YNL300W	107	1138	10	97
gene-YNL299W	10	17	156	499
gene-YNL298W	78	186	195	632
gene-YNL297C	382	591	37	147
gene-YNL295W	240	285	41	146
gene-YNL294C	591	523	56	229
gene-YNL293W	366	302	44	170
gene-YNL292W	146	305	70	283
gene-YNL291C	28	59	27	172
gene-YNL290W	171	397	58	267
gene-YNL289W	18	33	10	482
gene-YNCN0001W	2	8	2	10
gene-YNL288W	272	498	163	560
gene-YNL287W	1314	2267	156	658
gene-YNL286W	392	487	58	200
gene-YNCN0002C	0	1	0	0
gene-YNL284C-B	7	12	0	5
gene-YNL284C-A	0	0	0	0
gene-YNCN0003W	0	0	0	0
gene-YNL284C	198	672	61	273
gene-YNCN0004W	0	1	0	1
gene-YNL283C	148	337	26	211
gene-YNL282W	84	78	62	211
gene-YNL281W	777	805	143	630
gene-YNL280C	684	625	17	177
gene-YNL279W	48	41	1	17
gene-YNL278W	200	184	8	52
gene-YNL277W-A	6	8	2	4
gene-YNL277W	195	115	107	409
gene-YNL275W	122	67	70	223
gene-YNL274C	1399	2436	29	128
gene-YNL273W	7	55	16	31
gene-YNL272C	120	272	28	136
gene-YNL271C	787	716	137	400
gene-YNL270C	200	270	16	35
gene-YNL269W	22	7	6	6
gene-YNL268W	1233	1019	836	2666
gene-YNL267W	955	848	99	350
gene-YNL265C	828	1142	68	209
gene-YNL264C	59	94	62	271
gene-YNL263C	129	301	78	304
gene-YNL262W	197	872	14	79
gene-YNL261W	21	70	116	387
gene-YNL260C	183	242	49	199
gene-YNL259C	328	494	51	165
gene-YNL258C	561	584	74	285
gene-YNL257C	443	732	10	69
gene-YNL256W	214	239	196	643
gene-YNL255C	1946	2359	707	2661
gene-YNL254C	176	117	94	278
gene-YNL253W	203	336	54	221
gene-YNL252C	397	997	81	370
gene-YNL251C	276	230	141	899
gene-YNL250W	331	378	40	125
gene-YNL249C	184	160	38	126
gene-YNL248C	70	156	864	2779
gene-YNL247W	527	1265	421	1317
gene-YNL246W	899	1276	126	503
gene-YNL245C	278	299	96	312
gene-YNL244C	1959	1318	984	3716
gene-YNL243W	155	310	147	537
gene-YNL242W	263	245	4	49
gene-YNL241C	3198	2540	115	296
gene-YNL240C	1588	1038	210	721
gene-YNL239W	3479	4053	119	478
gene-YNL238W	133	190	157	534
gene-YNL237W	268	361	13	71
gene-YNL236W	136	201	82	292
gene-YNL234W	58	100	225	508
gene-YNL233W	84	255	35	95
gene-YNL232W	185	338	320	1101
gene-YNL231C	114	198	262	838
gene-YNL230C	202	198	87	354
gene-YNL229C	443	570	117	529
gene-YNL227C	543	700	289	746
gene-YNL225C	63	167	31	156
gene-YNL224C	212	303	74	227
gene-YNL223W	457	377	23	64
gene-YNL222W	62	130	19	73
gene-YNCN0005C	128	46	4	19
gene-YNL221C	268	352	343	1228
gene-YNL220W	677	1802	925	2147
gene-YNL219C	381	520	70	314
gene-YNL218W	148	141	10	83
gene-YNL217W	284	585	103	344
gene-YNL216W	427	682	141	618
gene-YNL215W	1173	1101	123	427
gene-YNL214W	205	223	12	70
gene-YNL213C	307	290	85	241
gene-YNL212W	761	641	105	373
gene-YNL211C	161	113	39	101
gene-YNL210W	19	33	46	160
gene-YNL209W	2526	5681	3117	9762
gene-YNL208W	15156	13843	360	1113
gene-YNL207W	133	312	311	1046
gene-YNL206C	241	356	80	377
gene-YNL204C	20	24	32	175
gene-YNL202W	3364	678	69	129
gene-YNL201C	239	189	416	1115
gene-YNL200C	3170	1817	49	76
gene-YNL199C	466	516	251	722
gene-YNL197C	238	520	119	324
gene-YNL196C	214	141	6	7
gene-YNL195C	6702	1314	66	57
gene-YNL194C	7239	5950	73	165
gene-YNL193W	578	297	85	318
gene-YNL192W	5328	3011	145	410
gene-YNL191W	112	83	316	937
gene-YNL190W	2353	1711	477	1801
gene-YNL189W	1315	1714	271	1356
gene-YNL188W	35	39	23	108
gene-YNL187W	108	74	45	94
gene-YNL186W	503	385	796	2354
gene-YNL185C	63	156	32	106
gene-YNL184C	5	16	6	10
gene-YNL183C	251	366	71	238
gene-YNL182C	32	58	421	1259
gene-YNL181W	239	676	43	164
gene-YNL180C	1042	638	236	759
gene-YNL178W	2831	6380	6112	21847
gene-YNL177C	351	903	95	373
gene-YNL176C	762	658	146	432
gene-YNL175C	78	176	605	1879
gene-YNL173C	3024	2651	34	108
gene-YNL172W	164	190	37	137
gene-YNL169C	267	1013	36	136
gene-YNL168C	1182	1448	44	149
gene-YNL167C	192	336	37	131
gene-YNL166C	22	53	112	399
gene-YNL165W	105	139	42	173
gene-YNL164C	96	61	89	360
gene-YNL163C	221	289	387	1093
gene-YNL162W-A	40	28	104	275
gene-YNL162W	316	925	1072	4818
gene-YNL161W	445	568	166	575
gene-YNL160W	17706	22677	371	1772
gene-YNL159C	673	506	44	185
gene-YNL158W	303	257	45	215
gene-YNL157W	3133	2847	188	709
gene-YNL156C	1359	1208	135	487
gene-YNL155W	50	162	58	188
gene-YNL154C	582	878	328	1182
gene-YNL153C	38	110	223	871
gene-YNL152W	36	70	70	235
gene-YNL151C	410	450	151	582
gene-YNL149C	641	728	166	679
gene-YNL148C	73	114	5	37
gene-YNL147W	180	270	107	309
gene-YNL146C-A	7	1	1	1
gene-YNL146W	21	14	1	16
gene-YNL145W	8	5	0	3
gene-YNL144C	1473	1380	60	96
gene-YNL143C	34	26	15	46
gene-YNL142W	151	339	41	133
gene-YNL141W	58	167	2002	5959
gene-YNL140C	0	1	0	2
gene-YNL139C	807	703	76	237
gene-YNL138W-A	208	238	15	67
gene-YNL138W	1329	2404	42	253
gene-YNL137C	251	752	74	329
gene-YNL136W	1998	1253	87	339
gene-YNL135C	5363	7094	283	1176
gene-YNL134C	2198	2907	74	264
gene-YNL133C	552	365	81	197
gene-YNCN0006W	0	0	1	0
gene-YNL132W	58	214	479	1539
gene-YNL131W	853	1605	88	426
gene-YNL130C	1383	1892	40	185
gene-YNL130C-A	32	33	0	3
gene-YNL129W	126	143	13	34
gene-YNL128W	21	39	7	22
gene-YNL127W	587	825	44	147
gene-YNL126W	67	105	7	46
gene-YNL125C	642	618	189	554
gene-YNL124W	44	113	542	1583
gene-YNL123W	73	126	426	1177
gene-YNL122C	143	270	9	73
gene-YNL121C	1650	2539	227	881
gene-YNL119W	119	103	205	772
gene-YNL118C	1392	1937	188	772
gene-YNL117W	16866	36109	141	767
gene-YNL116W	678	422	103	373
gene-YNL115C	3909	1266	57	103
gene-YNL113W	138	131	625	2300
gene-YNL112W	54	171	3653	11166
gene-YNL111C	151	687	223	1448
gene-YNL110C	119	202	745	2762
gene-YNL108C	89	153	119	562
gene-YNL107W	105	208	106	394
gene-YNL106C	47	94	44	129
gene-YNL104C	1962	2295	545	1338
gene-YNL103W	899	463	248	776
gene-YNL102W	48	344	15	53
gene-YNL101W	2802	1782	201	678
gene-YNL100W	1355	2361	67	335
gene-YNL099C	234	259	76	306
gene-YNL098C	796	1658	122	476
gene-YNL097C-B	5	6	1	11
gene-YNL097C	483	682	36	169
gene-YNCN0007W	0	0	0	3
gene-YNL096C	923	1895	1991	7368
gene-YNL095C	79	99	81	214
gene-YNL094W	767	631	112	427
gene-YNL093W	1778	994	19	83
gene-YNL092W	325	181	14	35
gene-YNL091W	3335	2390	267	822
gene-YNL090W	176	279	21	115
gene-YNL088W	759	957	50	139
gene-YNL087W	186	283	149	424
gene-YNL086W	94	102	24	33
gene-YNL085W	651	818	158	625
gene-YNL084C	890	1408	77	352
gene-YNL083W	211	379	83	293
gene-YNL082W	83	222	4	45
gene-YNL081C	387	659	71	246
gene-YNL080C	281	186	135	435
gene-YNL079C	2685	5092	337	1644
gene-YNL078W	240	358	29	104
gene-YNL077W	5775	7674	85	286
gene-YNL076W	426	533	164	497
gene-YNL075W	87	78	485	1829
gene-YNL074C	1052	1140	194	602
gene-YNL073W	177	262	18	149
gene-YNL072W	116	88	22	77
gene-YNL071W	11315	9225	293	1077
gene-YNL070W	371	468	57	209
gene-YNL069C	771	2589	3415	13126
gene-YNL068C	234	242	161	459
gene-YNL067W-B	0	0	0	1
gene-YNL067W	1339	3091	2148	8523
gene-YNL066W	195	230	146	470
gene-YNL065W	32	31	1600	3864
gene-YNL064C	2251	3177	1360	4470
gene-YNL063W	159	244	49	198
gene-YNL062C	140	313	387	1362
gene-YNL061W	606	1017	1347	4503
gene-YNL059C	287	506	83	387
gene-YNL058C	239	431	24	108
gene-YNL056W	472	532	91	340
gene-YNL055C	24063	23036	340	1072
gene-YNCN0008C	0	0	0	0
gene-YNL054W-A	0	0	0	0
gene-YNL054W-B	2	2	1	3
gene-YNL054W	374	477	95	261
gene-YNL053W	210	236	126	366
gene-YNL052W	10195	9398	291	1009
gene-YNL051W	200	336	23	143
gene-YNL050C	331	428	230	841
gene-YNL049C	139	232	67	286
gene-YNL048W	178	279	102	376
gene-YNL047C	110	117	48	165
gene-YNL046W	332	245	11	68
gene-YNL045W	1302	1230	56	304
gene-YNL044W	1384	2096	141	511
gene-YNCN0009W	0	0	0	0
gene-YNL042W-B	21	6	1	3
gene-YNL042W	426	223	53	248
gene-YNL041C	230	292	45	206
gene-YNL040W	451	582	46	173
gene-YNL039W	323	479	104	432
gene-YNL038W	116	142	69	249
gene-YNL037C	2358	6605	40	307
gene-YNL036W	2663	2781	119	486
gene-YNCN0010C	0	0	0	0
gene-YNCN0011W	0	0	0	0
gene-YNL035C	116	222	56	210
gene-YNCN0012C	0	0	0	1
gene-YNL034W	29	12	1	4
gene-YNL033W	10	8	1	1
gene-YNL032W	171	253	73	255
gene-YNL031C	5869	12431	231	3208
gene-YNL030W	691	5977	154	1554
gene-YNL029C	63	99	94	373
gene-YNL027W	657	472	89	239
gene-YNL026W	500	792	19	106
gene-YNL025C	110	135	25	77
gene-YNCN0013W	100	69	2	12
gene-YNCN0014W	46	31	2	10
gene-YNL024C-A	321	325	124	374
gene-YNL024C	16	11	9	34
gene-YNL023C	157	178	232	701
gene-YNL022C	123	261	130	392
gene-YNL021W	54	166	110	284
gene-YNL020C	1055	336	70	241
gene-YNL019C	54	18	0	3
gene-YNL018C	51	16	1	0
gene-YNCN0015W	0	0	0	0
gene-YNL016W	538	1416	284	826
gene-YNL015W	9701	10589	135	378
gene-YNL014W	5000	550	35	93
gene-YNL012W	148	136	10	44
gene-YNL011C	68	115	26	112
gene-YNL010W	865	1615	359	1136
gene-YNL009W	1943	709	32	59
gene-YNL008C	492	469	43	221
gene-YNL007C	3881	9423	129	738
gene-YNL006W	1501	3382	75	335
gene-YNL005C	693	1491	156	511
gene-YNL004W	1037	1517	367	1134
gene-YNL003C	218	362	38	179
gene-YNL002C	621	938	1413	4810
gene-YNL001W	272	340	304	901
gene-YNR001C	15826	16373	173	478
gene-YNCN0016C	2	2	0	0
gene-YNCN0017W	0	0	0	0
gene-YNR002C	2600	1172	37	55
gene-YNR003C	169	262	235	833
gene-YNR004W	82	85	65	200
gene-YNR006W	1338	1454	132	374
gene-YNR007C	1335	1140	42	102
gene-YNR008W	147	216	64	221
gene-YNR009W	22	51	5	15
gene-YNR010W	471	647	28	139
gene-YNR011C	192	292	121	366
gene-YNR012W	81	137	296	858
gene-YNR013C	338	389	198	782
gene-YNR014W	7	20	11	38
gene-YNR015W	212	277	201	606
gene-YNR016C	8298	11385	134	448
gene-YNR017W	251	539	187	680
gene-YNR018W	1155	1665	586	1930
gene-YNR019W	1233	1160	110	372
gene-YNR020C	16	52	60	226
gene-YNR021W	480	968	251	1101
gene-YNR022C	325	646	22	140
gene-YNR023W	206	322	79	317
gene-YNR024W	661	392	172	558
gene-YNR026C	48	117	156	546
gene-YNR027W	27	68	116	509
gene-YNR028W	363	497	110	377
gene-YNR029C	281	337	153	473
gene-YNR030W	69	184	28	156
gene-YNR031C	587	647	76	194
gene-YNR032W	117	185	30	157
gene-YNR032C-A	337	258	26	89
gene-YNR033W	103	297	26	129
gene-YNR034W	847	764	114	388
gene-YNR034W-A	21101	31026	334	1223
gene-YNR035C	2358	3220	190	753
gene-YNR036C	600	1726	86	343
gene-YNR037C	155	346	32	164
gene-YNR038W	89	179	207	759
gene-YNR039C	209	148	196	610
gene-YNR040W	25	133	16	104
gene-YNR041C	69	146	16	94
gene-YNR043W	364	1183	57	346
gene-YNR044W	29	39	4	38
gene-YNR045W	191	552	11	89
gene-YNR046W	157	137	233	950
gene-YNR047W	1340	1521	80	323
gene-YNR048W	134	170	50	176
gene-YNR049C	195	221	55	270
gene-YNR050C	274	508	35	228
gene-YNCN0018W	9	23	1	3
gene-YNR051C	700	529	361	1041
gene-YNR052C	280	259	226	806
gene-YNR053C	156	208	880	2619
gene-YNCN0019C	9	17	1	13
gene-YNR054C	73	112	337	1190
gene-YNCN0020C	0	0	0	0
gene-YNR055C	446	415	295	885
gene-YNR056C	40	56	36	110
gene-YNR057C	61	79	18	53
gene-YNR058W	23	31	13	52
gene-YNR059W	589	470	46	151
gene-YNR060W	96	50	1532	3498
gene-YNR061C	67	143	72	370
gene-YNR062C	13	8	16	64
gene-YNR063W	75	41	15	57
gene-YNR064C	119	56	4	35
gene-YNR065C	64	153	10	57
gene-YNR066C	47	110	3	14
gene-YNR067C	276	303	3	28
gene-YNR068C	139	113	6	22
gene-YNR069C	242	284	6	40
gene-YNR070W	204	190	3	25
gene-YNR071C	3	5	0	1
gene-YNR072W	11	9	1	3
gene-YNR073C	43	41	1	1
gene-YNR074C	62	64	9	22
gene-YNR075W	226	250	17	57
gene-YNR075C-A	0	1	0	0
gene-YNR076W	0	0	0	0
gene-YNR077C	0	0	0	0
gene-YOL166W-A	0	0	0	0
gene-YOL165C	0	0	0	0
gene-YOL164W-A	0	0	0	0
gene-YOL164W	0	0	0	0
gene-YOL163W	0	0	0	0
gene-YOL162W	0	0	0	0
gene-YOL161C	0	0	0	0
gene-YOL160W	5	3	2	3
gene-YOL159C-A	123	96	25	70
gene-YOL159C	256	193	9	46
gene-YOL158C	381	425	62	166
gene-YOL157C	73	88	0	5
gene-YOL156W	25	13	2	2
gene-YOL155W-A	0	0	0	0
gene-YOL155C	6591	6067	84	282
gene-YOL154W	169	121	16	69
gene-YOL153C	1695	1079	14	54
gene-YOL152W	113	324	185	666
gene-YOL151W	665	384	5920	26198
gene-YOL149W	379	357	53	177
gene-YOL148C	124	232	55	235
gene-YOL147C	6048	3855	82	219
gene-YOL146W	107	158	27	129
gene-YOL145C	835	1050	256	770
gene-YOL144W	189	223	225	810
gene-YOL143C	665	949	93	314
gene-YOL142W	174	205	198	741
gene-YOL141W	39	47	25	105
gene-YOL140W	125	324	292	913
gene-YOL139C	829	1635	1111	3994
gene-YOL138C	455	337	77	276
gene-YOL137W	59	87	86	392
gene-YOL136C	64	82	756	2516
gene-YOL135C	152	213	81	251
gene-YOL133W	942	644	93	393
gene-YOL132W	33	23	6	10
gene-YOL131W	26	11	3	4
gene-YOL130W	1388	634	257	781
gene-YOL129W	1998	2010	93	388
gene-YOL128C	72	63	127	462
gene-YOL127W	1624	4589	4842	18773
gene-YOL126C	2049	6323	39	168
gene-YOL125W	135	257	254	883
gene-YOL124C	5	13	430	1165
gene-YOL123W	582	653	47	371
gene-YOL122C	333	424	68	267
gene-YOL121C	326	1082	1720	7086
gene-YOL120C	1030	3820	3995	15765
gene-YOL119C	381	164	65	240
gene-YOL118C	36	34	7	15
gene-YOL117W	516	559	15	76
gene-YOL116W	176	280	57	169
gene-YOL115W	169	167	199	741
gene-YOL114C	80	53	3	5
gene-YOL113W	1159	598	18	67
gene-YOL112W	148	207	32	146
gene-YOL111C	1361	1069	95	248
gene-YOL110W	576	484	18	63
gene-YOL109W	8178	11245	876	3300
gene-YNCO0001C	0	0	0	0
gene-YOL108C	1463	1429	42	150
gene-YOL107W	79	66	2	26
gene-YNCO0002W	0	0	0	0
gene-YOL105C	93	63	85	296
gene-YOL104C	2	2	4	15
gene-YOL103W-A	0	0	0	0
gene-YOL103W-B	0	0	0	0
gene-YOL103W	136	293	140	528
gene-YOL102C	230	319	24	114
gene-YOL101C	650	249	11	28
gene-YOL100W	1389	674	186	457
gene-YOL098C	384	641	180	545
gene-YNCO0003C	4	7	2	6
gene-YOL097W-A	12	11	2	14
gene-YOL097C	130	360	511	1615
gene-YOL096C	137	318	8	44
gene-YOL095C	37	38	36	121
gene-YOL094C	46	92	108	267
gene-YOL093W	95	285	115	355
gene-YOL092W	209	207	269	971
gene-YOL091W	11	26	15	99
gene-YOL090W	33	138	20	62
gene-YOL089C	181	160	93	267
gene-YOL088C	551	442	61	181
gene-YOL087C	907	804	41	175
gene-YOL086W-A	389	477	38	145
gene-YOL086C	34792	41158	4320	15454
gene-YOL085C	57	28	1	7
gene-YOL084W	2619	689	184	474
gene-YOL083W	4118	1715	53	44
gene-YOL082W	3602	2270	61	157
gene-YOL081W	6003	6383	160	469
gene-YOL080C	16	17	248	844
gene-YOL078W	368	385	103	250
gene-YOL077W-A	948	1626	73	229
gene-YOL077C	138	329	983	3628
gene-YOL076W	87	121	78	324
gene-YOL075C	377	412	57	181
gene-YOL073C	871	585	48	213
gene-YOL072W	231	221	47	314
gene-YOL071W	601	894	26	99
